player_name,team,height,min_year,max_year,pos_class,type,avg_box_plus_minus,avg_box_offensive_plus_minus,avg_box_defensive_plus_minus,avg_global_plus_minus,avg_offensive_global_plus_minus,avg_defensive_global_plus_minus,total_min_per,avg_offensive_rating,avg_defensive_rating,avg_defensive_points_ov_replacement,avg_defensive_stop,avg_usage_rate,avg_effective_field_goal_pct,avg_shooting_pct,avg_offensive_rebound_pct,avg_defensive_rebound_pct,avg_freethrow_made,avg_freethrow_attempted,avg_2p_made,avg_2p_attempted,avg_3p_made,avg_3p_attempted,avg_block_pct,avg_steal_pct,avg_pick,avg_offensive_reb,avg_defensive_reb,avg_total_reb,avg_assists,avg_steals,avg_blocks,avg_points_scored,avg_freethrow_pct,avg_2p_pct,avg_3p_pct,ncaa_id,cluster,PC1,PC2
Jeremy Lamb,Connecticut,195.58,2011,2012,Wing G,"Norcross, GA",6.57856,4.779465,1.799095,7.297835,5.365225,1.932615,160.4,115.9109726,16108.72694,578.989873,32539.2716,20.96514963,55.25935162,58.0515399,3.851620948,11.56839152,12235.9,15173.8,22735.4,39387.0,9680.9,27970.6,306.83,4.0,1924.8,169.97637,584.54289,754.51926,267.06273,172.07884,98.5303,2394.71342,0.806383371,0.577231066,0.346109844,18650,2,,
Jerian Grant,Notre Dame,195.58,2012,2015,Pure PG,"Hyattsville, MD",6.2993775,6.12909,0.170287,6.71774,5.24588,1.471859,301.3,114.4144042,30904.0496,1060.932446,56513.49433,23.88280783,50.35572519,55.97340856,1.397212081,7.917524062,36578.9,46686.4,30885.7,62734.0,14885.5,43691.6,257.81,10.8,5724.7,119.58342,747.15404,866.72864,1738.54821,442.87404,92.37288,4396.5078,0.783502262,0.492327924,0.340694779,18702,0,,
Jerome Robinson,Boston College,195.58,2016,2018,Combo G,"Raleigh, NC",1.385101333,1.227613333,0.157486,1.977224,1.509416667,0.467806,233.9,101.9964087,24920.8641,785.006068,45011.9924,26.61663104,51.02513895,54.69847371,1.632449765,11.05198803,25701.5,33696.0,33091.4,67372.8,13179.8,35115.8,197.52,6.7,3040.7,117.04119,769.60386,886.64505,764.1865,305.75152,62.82774,4130.38984,0.76274632,0.491168543,0.375323928,18790,0,,
Joe Chealey,Charleston,193.04,2014,2018,Combo G,"Apopka, FL",1.14938075,1.687556,-0.53817775,1.844767,1.54308975,0.301677,295.6,107.8759134,30547.9021,861.338939,49060.3796,25.86079161,46.83034506,54.45028078,1.968978349,11.14597429,46413.7,57008.0,27660.9,62451.2,13805.0,39544.0,159.45,7.1,0.0,159.85885,916.11246,1075.97981,933.09353,258.24912,38.8215,4369.11496,0.81416117,0.442920232,0.349104795,19104,0,,
Joe Harris,Virginia,198.12,2011,2014,Combo G,"Chelan, WA",6.6101575,4.3275525,2.2826025,6.680745,4.3506125,2.3301325,301.1,109.7703421,28387.71125,1133.355767,50662.1733,22.49727665,54.68193291,57.52410163,3.725440053,11.95705746,22800.1,31509.4,23260.4,47967.1,19840.9,48686.5,432.9,7.5,9936.3,262.72177,884.71682,1147.43952,560.29528,257.35221,109.01787,3791.92649,0.723596768,0.484924042,0.407523646,19135,0,,
Joe Wieskamp,Iowa,198.12,2019,2021,Wing G,"Muscatine, IA",6.49364,5.281873333,1.211772,6.40923,5.342753333,1.066477667,222.9,116.9555855,22832.6034,713.088682,41747.6691,19.37873486,56.68272768,60.09416779,5.119201436,16.06958277,17890.9,23099.6,18431.6,35641.0,13601.9,33263.6,340.77,5.4,9138.9,301.87365,1013.60726,1315.48091,329.73895,212.98619,94.26406,2984.44947,0.774511247,0.517145984,0.408912445,19231,0,,
Joel Bolomboy,Weber St.,205.74,2013,2016,PF/C,"Fort Worth, TX",0.90464075,-0.5957925,1.500434375,1.58301125,1.29446125,0.28855075,287.2,108.760585,27703.65924,919.407669,55096.6151,22.17259749,52.30988858,57.97791086,14.20612813,26.69526462,32079.9,45322.9,30198.5,57305.5,2680.5,7484.5,1210.16,4.2,14934.4,939.74722,2057.37717,2997.12439,221.73206,159.2972,376.88128,3405.72062,0.707807753,0.526973851,0.358140156,19246,0,,
Joel Embiid,Kansas,213.36,2014,2014,C,"Gainesville, FL",12.7402,3.37781,9.36236,10.5965,4.24577,6.35075,45.9,112.0,4134.94281,169.14609,8091.0684,24.4,62.9,65.5,12.7,27.3,4498.2,6563.7,4865.4,7619.4,45.9,229.5,537.03,2.3,137.7,106.55226,265.56363,372.11589,62.29089,40.98411,118.02726,513.09774,0.685314685,0.638554217,0.2,19251,2,,
John Henson,North Carolina,320.04,2010,2012,C,"Tampa, FL",8.350206667,0.828795333,7.52141,7.65246,2.991106667,4.66135,172.8,101.1479167,15043.44474,678.095018,42441.2908,22.15891204,49.97013889,50.07271991,10.85231481,23.51261574,10398.8,21351.4,29058.2,57653.0,224.2,1108.8,1784.2,4.8,2419.2,449.75388,1062.26786,1512.02174,174.17822,106.52006,466.92892,1919.35476,0.487031295,0.504018872,0.202200577,19462,2,,
John Jenkins,Vanderbilt,190.5,2010,2012,Combo G,"Gallatin, TN",6.85273,7.227446667,-0.374716667,9.194993333,8.521253333,0.673736333,215.2,125.815381,22191.9194,669.975388,33092.1241,21.68624535,60.60492565,64.66910781,1.699581784,7.976254647,24520.0,28556.1,15945.0,30143.9,22545.8,52080.2,190.99,4.0,4949.6,94.063,494.85874,588.92978,247.17665,152.48887,59.537,3762.26826,0.858660671,0.528962742,0.432905404,19472,0,,
John Wall,Kentucky,137.16,2010,2010,Pure PG,"Raleigh, NC",7.09124,4.39997,2.69126,7.72509,4.82966,2.89544,83.9,108.7,7828.47408,378.357957,20742.5131,26.9,50.3,56.18,2.7,10.1,14682.5,19464.8,13843.5,27183.6,3104.3,9564.6,125.85,2.9,83.9,68.02612,292.51735,360.54347,546.48265,149.66082,43.08265,1396.81754,0.754310345,0.509259259,0.324561404,19599,1,,
Jon Leuer,Wisconsin,320.04,2010,2011,PF/C,"Long Lake, MN",7.912485,5.258585,2.6539,10.10879,7.812325,2.296485,135.1,117.7237602,12987.3365,541.145696,22912.4756,28.43774981,53.71621021,57.39659511,6.461509993,21.59925981,12874.3,15971.4,20824.3,39756.7,5423.4,14524.6,528.01,2.3,5404.0,215.14875,687.26788,902.42183,221.37401,69.7184,142.65904,2317.29657,0.806084626,0.523793474,0.373394104,19743,2,,
Jonah Bolden,UCLA,208.28,2016,2016,Stretch 4,"Henderson, NV",4.59285,0.381373,4.21148,2.64567,-0.344465,2.99013,51.9,103.5,5323.4349,129.892725,7453.6704,12.4,45.1,49.87,5.8,17.5,1712.7,2335.5,2179.8,4515.3,467.1,1868.4,217.98,1.7,0.0,60.27147,190.85706,251.12853,55.24755,35.15706,45.2049,241.08588,0.733333333,0.482758621,0.25,19779,1,,
Jonathan Mogbo,San Francisco,205.74,2024,2024,C,"West Palm Beach, FL",11.774,5.6728,6.10117,10.4897,6.49686,3.99284,72.9,128.0,6635.08827,297.082809,16906.0932,24.5,62.5,63.89,14.3,29.6,5175.9,7435.8,14434.2,22963.5,0.0,145.8,247.86,3.2,2259.9,244.42641,497.43315,741.86685,263.72304,115.77978,60.03315,1037.75337,0.696078431,0.628571429,0.0,19894,2,,
Jordan Adams,UCLA,195.58,2013,2014,Wing G,"Mouth Of Wilson, VA",9.484855,6.75583,2.729005,9.595495,6.023255,3.57226,143.0,118.2507692,13673.53108,537.721316,32687.226,24.07538462,52.72769231,58.77430769,4.989230769,12.16461538,20552.4,24492.6,19703.2,35963.4,7013.6,21159.6,121.0,9.2,3146.0,179.91842,478.21356,658.13198,293.13262,347.31598,35.68158,2339.76534,0.83912692,0.54786811,0.331461842,19967,2,,
Jordan Bone,Tennessee,190.5,2017,2019,Scoring PG,"Nashville, TN",2.022771667,2.481887667,-0.459119333,3.222214333,2.509974667,0.712236367,175.0,109.0451429,18224.0662,505.484091,24357.65615,21.27782857,47.64491429,51.46871429,1.613828571,8.421142857,9754.4,11875.8,15859.7,33966.9,6130.2,17064.5,49.82,4.6,9975.0,64.39038,374.82747,439.21211,780.53522,118.74588,12.08769,1778.97985,0.821367824,0.466916321,0.359237013,20005,1,,
Jordan Nwora,Louisville,200.66,2018,2020,Wing F,"Buffalo, NY",5.051576667,3.342003333,1.709574,6.28001,4.258066667,2.021943333,183.8,108.612296,17402.05312,723.5406,36844.9396,25.5422198,53.61447225,57.30245919,5.172905332,19.96180631,17413.2,22108.2,19420.2,39782.0,12874.4,33038.4,189.0,5.9,8271.0,242.67628,1040.74118,1283.4096,216.81562,148.9258,51.41706,2944.09696,0.787635357,0.488165502,0.389679888,20294,0,,
Jordan Sibert,Dayton,193.04,2014,2015,Combo G,"Cincinnati, OH",5.40215,4.709765,0.69237745,6.357745,4.81832,1.539424,148.7,114.2106927,14665.10469,507.217503,28291.31,22.41392065,56.98607935,60.74794889,1.290988568,9.931136516,16974.9,22192.8,12292.1,21640.7,12089.8,31855.9,74.35,5.1,0.0,43.13166,379.1927,422.32436,261.88992,197.2147,18.66475,2140.02785,0.764883205,0.568008429,0.379515255,20381,1,,
Joseph Young,Oregon,187.96,2014,2015,Combo G,"Houston, TX",6.178645,6.81847,-0.639824,7.72541,7.41044,0.3149675,167.6,120.1748807,17863.4364,531.886664,31286.1585,26.0024463,54.45399761,59.55106802,2.33902148,9.756801909,23153.9,25580.3,24885.4,48335.4,14104.1,36774.5,16.76,4.2,7206.8,106.58213,514.30957,620.88259,487.59422,202.75244,4.78168,3332.01254,0.905145757,0.514848331,0.383529348,20587,0,,
Josh Harrellson,Kentucky,320.04,2010,2011,C,"Saint Charles, MO",10.4143,5.62008,4.7942,7.83255,4.69384,3.13871,71.0,131.3,6503.4438,283.74227,16622.023,13.7,61.5,61.59,15.2,18.9,2343.0,3976.0,8875.0,14058.0,142.0,710.0,369.2,2.0,3195.0,261.5782,353.1327,614.7109,56.0545,65.3981,106.5,539.9763,0.589285714,0.631313131,0.2,20717,2,,
Josh Huestis,Stanford,200.66,2011,2014,PF/C,"Great Falls, MT",5.364295,1.5881475,3.77615,4.26098,2.17401,2.086973,239.1,107.667294,22825.24645,855.5556444,49365.59242,17.14968632,48.68619824,50.7904977,10.08979506,18.60209118,12088.4,19507.4,23923.7,48676.6,4993.6,15247.1,1392.74,4.5,6933.9,587.96185,1131.13859,1719.09168,224.74211,137.30405,397.80538,2131.66181,0.619682787,0.49148256,0.327511461,20736,2,,
Josh Jackson,Kansas,203.2,2017,2017,Wing F,"Detroit, MI",9.00184,4.39964,4.6022,8.5413,4.98658,3.55472,74.0,108.2,7060.932,317.41042,18441.17,27.3,55.2,55.95,8.7,17.4,7252.0,12802.0,13764.0,25086.0,2516.0,6660.0,259.0,3.1,296.0,171.2582,374.2254,545.4836,219.8836,124.7418,78.2254,1209.3746,0.566473988,0.548672566,0.377777778,20747,2,,
Josh Selby,Kansas,187.96,2011,2011,Combo G,"Baltimore, MD",1.78194,0.58804,1.1939,1.55024,0.136406,1.41383,34.8,94.4,3330.37044,90.881244,3244.24044,23.3,46.1,48.91,2.4,9.7,974.4,1287.6,1322.4,3445.2,1183.2,3271.2,6.96,2.3,1705.2,13.38408,64.24776,77.63184,74.95224,28.10796,1.3398,275.72388,0.756756757,0.383838384,0.361702128,20880,1,,
Joshua Primo,Alabama,198.12,2021,2021,Wing G,"Toronto, ON",3.49604,1.81225,1.68379,2.45343,1.27388,1.17955,50.9,106.4,4988.0473,139.015026,6012.6134,16.9,54.1,56.51,4.7,10.5,1679.7,2239.6,2086.9,4173.8,2188.7,5751.7,66.17,1.3,610.8,52.59497,118.76497,171.36503,42.41497,27.14497,15.27,413.98497,0.75,0.5,0.380530973,20991,1,,
Justin Harper,Richmond,320.04,2010,2011,Stretch 4,"Richmond, VA",6.11721,4.21076,1.90645,7.067345,5.804135,1.26321,140.2,115.8960057,13104.47632,489.999046,28279.5087,23.74122682,59.05442225,61.14114836,7.153708987,17.81554922,10429.3,13733.0,19276.6,32966.5,8656.9,21059.4,548.58,3.1,4486.4,232.05533,645.16966,877.22499,153.03002,96.3011,150.31769,2060.77359,0.759433481,0.584732987,0.411070591,21459,2,,
Justin James,Wyoming,200.66,2016,2019,Wing G,"Port Saint Lucie, FL",0.943175,0.71227,0.23090325,1.968735,2.0961525,-0.12741275,271.2,99.42935103,27876.0505,791.811407,54327.87125,30.62418879,49.18735251,53.79436578,3.276585546,18.01747788,38673.4,52543.7,39450.4,81365.7,11291.0,33926.6,477.72,6.9,10848.0,225.97802,1415.9844,1641.96242,811.50077,286.06293,138.06792,4704.31875,0.736023539,0.484852954,0.332806706,21479,0,,
Justin Patton,Creighton,213.36,2017,2017,PF/C,"Omaha, NE",8.6194,2.97999,5.63941,7.53997,3.61013,3.92984,63.8,117.1,6119.47908,221.951906,13014.9448,21.1,69.2,67.45,7.7,18.9,2743.4,5295.4,11866.8,17353.6,510.4,893.2,376.42,1.9,1020.8,107.54766,289.83702,397.38468,74.73532,54.68298,91.14468,825.75702,0.518072289,0.683823529,0.571428571,21558,2,,
Justin Wright-Foreman,Hofstra,187.96,2016,2019,Combo G,"Queens, NY",1.840183333,4.901816667,-3.061633333,5.349293333,6.81497,-1.465674667,258.0,117.8390698,28692.4223,567.983642,45161.4843,29.38151163,56.45569767,60.07080233,1.507906977,10.81011628,35204.2,43043.3,45096.8,81888.2,23417.6,59953.7,117.19,4.1,13674.0,108.56672,831.03882,939.61257,690.81296,208.80073,44.38217,6099.01098,0.817878741,0.550711824,0.390594742,21662,0,,
Justise Winslow,Duke,198.12,2015,2015,Wing G,"Houston, TX",9.53879,4.7201,4.8187,9.03031,4.83748,4.19282,72.3,112.2,6652.71342,303.485034,17851.4484,22.4,55.1,57.2,5.4,19.8,7230.0,11278.8,9182.1,17785.8,3325.8,7953.0,209.67,2.8,723.0,90.83772,376.32873,467.16645,152.01798,96.39759,63.03114,912.09342,0.641025641,0.516260163,0.418181818,21665,1,,
K.J. McDaniels,Clemson,195.58,2012,2014,Stretch 4,"Birmingham, AL",7.088276667,2.320333333,4.76796,8.241343333,4.92621,3.315136667,168.9,107.2655417,15473.63203,654.194912,31553.59493,25.54570752,49.95275311,54.28724097,9.093546477,14.19319124,16583.0,20916.4,19449.3,37573.6,5621.3,17949.9,1431.87,7.1,5404.8,335.45509,603.75802,939.21311,182.78311,173.03293,373.93261,2175.46306,0.792822857,0.517632061,0.31316609,21750,2,,
KZ Okpala,Stanford,205.74,2019,2019,Wing F,"Orange County, CA",0.982659,-0.040509,1.02317,2.3393,1.52023,0.819069,76.1,100.8,7617.6861,274.593152,13606.7561,26.6,50.7,54.32,4.1,14.9,8827.6,13165.3,10501.8,21308.0,2435.2,6620.7,106.54,1.7,2435.2,89.21964,343.75892,432.98617,152.2,76.1,39.35892,1280.58036,0.670520231,0.492857143,0.367816092,21822,1,,
Kadeem Allen,Arizona,190.5,2016,2017,Combo G,"Wilmington, NC",6.814995,2.500215,4.31478,5.971135,1.72752,4.243615,129.8,106.9986133,12349.16426,476.865821,25288.7865,19.10377504,51.4431433,55.97433744,1.359244992,13.09006163,10005.7,13777.9,10161.3,21141.4,3301.0,8212.5,347.26,5.5,6879.4,38.64458,428.84901,467.4875,421.40526,170.09178,90.91333,1183.27599,0.726213719,0.480635152,0.40194825,21845,1,,
Keith Benson,Oakland,350.52,2010,2011,C,"Franklin, MI",5.09868,1.728165,3.370515,6.136945,4.235495,1.90145,160.5,116.2336449,15576.72465,551.41194,42235.8405,24.14953271,54.06261682,58.23672897,9.892523364,25.29065421,26539.5,38752.5,32841.0,60688.5,807.0,2179.5,1596.75,2.2,7704.0,455.3982,1200.07785,1655.484,150.8097,100.45485,567.6858,2824.0629,0.684846139,0.541140414,0.37026841,22422,2,,
Keljin Blevins,Montana St.,198.12,2018,2019,Wing F,"Hot Springs, AR",-5.276675,-3.327535,-1.94914,-4.709255,-2.410405,-2.298855,129.4,92.32952087,14226.9162,211.802251,19477.2112,23.85293663,44.20587326,48.19424266,6.911901082,18.37650696,8829.8,13282.7,13069.3,28947.3,1986.6,7322.3,191.06,2.8,0.0,227.2534,533.3096,760.563,167.5774,86.98257,42.41743,1393.98937,0.664759424,0.451485976,0.271308196,22511,1,,
Kemba Walker,Connecticut,185.42,2010,2011,Scoring PG,"New York, NY",8.487785,6.516535,1.97125,9.248235,6.294465,2.95376,180.4,112.1414634,17620.42084,803.410124,45683.6644,27.69512195,46.62926829,53.44146341,3.509756098,10.52439024,37479.2,46882.0,32300.4,70628.8,10274.0,30830.8,151.8,6.5,1623.6,202.27108,675.58612,877.8572,859.84712,354.7016,54.59828,3461.13064,0.799436884,0.45732619,0.33323819,22585,0,,
Kendall Brown,Baylor,203.2,2022,2022,Wing F,"Cottage Grove, MN",7.78801,4.21945,3.56856,6.36733,3.35626,3.01107,67.0,116.1,6317.1888,232.32518,11421.222,17.5,61.5,62.99,7.3,13.7,3417.0,4958.0,7906.0,12395.0,938.0,2747.0,100.5,2.2,3216.0,116.2651,210.8557,327.1208,124.1443,67.0,23.6443,648.3255,0.689189189,0.637837838,0.341463415,22618,1,,
Kendall Marshall,North Carolina,193.04,2011,2012,Pure PG,"Arlington, VA",3.30034,2.88311,0.4172321,5.193435,2.837155,2.35627,139.3,107.8343862,13518.36636,493.807749,26355.001,17.71708543,50.43165829,54.05012204,0.588155061,7.476310122,7845.7,11311.7,9436.7,19294.0,3409.2,9408.3,57.37,4.4,1810.9,22.94501,308.23922,331.18423,1141.19968,159.4233,17.96547,1015.69499,0.693591591,0.489100238,0.362360894,22631,1,,
Kennedy Chandler,Tennessee,182.88,2022,2022,Pure PG,"Memphis, TN",7.34802,4.02714,3.32089,8.03,3.77161,4.25839,74.3,106.1,6762.60768,324.242971,15776.862,25.2,52.7,53.87,2.5,9.7,4458.0,7355.7,9881.9,19615.2,3640.7,9510.4,66.87,4.1,2823.4,50.26395,190.11884,240.38279,351.83279,161.71395,17.48279,1033.64674,0.606060606,0.503787879,0.3828125,22686,1,,
Kenneth Faried,Morehead St.,259.08,2010,2011,C,"Newark, NJ",6.260895,1.69081695,4.57007,7.25225,5.072685,2.179565,163.4,112.2011016,13874.20484,764.803588,46797.1658,26.35458996,59.12974296,59.66614443,17.98298654,33.89241126,21993.2,37635.0,33987.2,57323.8,0.0,229.2,1308.26,6.5,3594.8,819.73952,1435.66008,2255.3996,129.07568,288.54544,336.16774,2771.77096,0.58438156,0.592898587,0.0,22699,2,,
Kevin Murphy,Tennessee Tech,198.12,2010,2012,Wing G,"Fairburn, GA",-1.821672667,0.303143333,-2.124811667,-0.045429,2.12818,-2.173612333,237.9,100.9055485,25477.9344,479.980284,39524.0166,28.34716267,50.8147541,54.73210593,3.171878941,14.00933165,26576.4,36373.8,33433.8,68495.1,11619.3,31517.1,135.69,4.5,11181.3,199.47687,905.32728,1104.80415,488.54901,198.09777,42.08364,4217.96265,0.730646784,0.488119588,0.368666533,23044,0,,
Keyontae Johnson,Kansas St.,198.12,2023,2023,Wing G,"Norfolk, VA",3.75977,1.89053,1.86923,4.60601,3.27758,1.32843,83.9,105.5,8216.28505,347.189107,19704.5862,24.7,56.8,59.29,5.4,17.8,9061.2,12668.9,15857.1,28609.9,3943.3,9732.4,50.34,1.7,4195.0,125.85,445.13984,570.98984,179.45371,86.23242,16.31016,1461.26113,0.715231788,0.554252199,0.405172414,23153,1,,
Khyri Thomas,Creighton,190.5,2016,2018,Combo G,"Omaha, NE",7.410633333,3.919723333,3.49091,6.698073333,3.54339,3.154686667,203.5,114.5213268,20239.96168,722.027561,40926.6202,19.85144963,59.11405405,60.81814251,4.902604423,13.59375921,10948.1,14837.1,21109.1,36003.9,9593.4,23393.5,188.57,8.6,7733.0,240.86674,726.99906,967.87032,546.20965,295.85578,57.03112,2445.01274,0.737886784,0.586300373,0.410088272,23310,0,,
Kim English,Missouri,198.12,2010,2012,Wing G,"Fitchburg, MA",3.101845,2.7915,0.310347,3.308183,2.907710667,0.400472,206.6,106.7349952,20369.76569,633.586914,36045.199,22.43828654,53.21989351,56.60942401,3.117279768,11.65837367,17818.8,24562.5,16383.3,35040.1,13492.2,33615.7,181.41,8.0,9090.4,153.25953,592.06638,745.34024,323.0879,261.30541,50.24795,2660.78743,0.725447328,0.467558597,0.401366028,23355,0,,
Kira Lewis Jr.,Alabama,190.5,2019,2020,Scoring PG,"Meridianville, AL",3.915805,3.12124,0.7945605,3.886315,2.71475,1.1715655,171.3,107.0639813,17790.8473,606.932061,35179.4601,23.45796848,51.40198482,55.42398716,1.885989492,9.227962639,16804.5,21179.5,21991.4,44085.6,9435.2,26143.8,209.67,4.0,2226.9,107.71287,535.54195,643.24694,710.51962,231.99305,76.88058,2771.24403,0.793432328,0.498834086,0.360896274,23385,0,,
Kobe Bufkin,Michigan,193.04,2022,2023,Combo G,"Grand Rapids, MI",3.38123775,1.705715,1.6755175,2.592927,0.680265,1.91266,102.7,107.3012658,10399.9557,338.542188,17962.0728,20.65744888,51.80077897,55.57214216,2.857059396,11.35735151,6265.1,7424.2,10975.0,20152.6,3646.1,10556.7,191.47,4.5,1540.5,68.20912,321.30912,389.52044,241.04977,113.7959,58.6041,1196.5854,0.843875434,0.544594742,0.345382553,23429,1,,
Kostas Antetokounmpo,Dayton,208.28,2018,2018,C,"Athens, Greece",-1.4174,-3.80003,2.38263,-2.51408,-3.56281,1.04873,34.8,92.9,3641.5068,47.935608,3034.90452,20.8,58.4,57.46,7.3,16.8,1148.4,2227.2,1948.8,2992.8,69.6,522.0,288.84,1.0,2088.0,28.80048,70.8006,99.60108,15.60084,8.40072,37.2012,181.20012,0.515625,0.651162791,0.133333333,23573,1,,
Kris Joseph,Syracuse,228.6,2010,2012,Wing G,"Washington, DC",5.554833333,3.521603333,2.03323,5.531936667,3.396736667,2.135196667,227.7,110.194159,21575.65639,902.035144,46042.8964,21.09639877,50.63996487,55.68343434,5.658322354,12.63939394,26805.1,36544.7,25532.3,50942.6,8226.3,24081.9,459.24,8.2,11612.7,323.29864,843.22194,1166.52058,407.90708,321.8638,127.29004,2931.44317,0.73348803,0.501197426,0.341596801,23604,0,,
Kyle Guy,Virginia,190.5,2017,2019,Wing G,"Indianapolis, IN",5.89242,4.539006667,1.35341,7.058433333,4.85873,2.19971,214.2,113.4733894,20387.1687,894.034551,35429.51595,22.1477591,55.27829132,57.28568627,1.883613445,10.62156863,10668.9,13080.6,16289.4,36122.1,19551.0,46539.3,34.77,4.8,11781.0,99.85137,582.54837,682.39167,359.23383,160.56066,8.3298,2838.15879,0.815627723,0.450953848,0.420096564,23811,0,,
Kyle Singler,Duke,259.08,2010,2011,Wing F,"Medford, OR",7.693445,5.292,2.401445,7.64835,5.769715,1.878635,176.8,114.8932692,16428.91813,839.103251,44720.9819,23.75424208,49.15084842,54.07221154,7.491515837,13.96102941,25785.9,32168.7,26499.0,57756.7,13029.3,35920.4,267.3,3.2,5834.4,408.95796,814.55555,1223.50482,356.67704,171.99991,100.10167,3056.88861,0.801583527,0.458803914,0.36272703,23891,0,,
Lamar Patterson,Pittsburgh,195.58,2010,2014,Scoring PG,"Newark, NJ",8.06996,5.02839,3.04158,7.7803275,4.8214325,2.95889,243.6,111.9185961,23499.96522,801.729983,42418.87488,22.73542693,51.0771757,54.66719622,5.943513957,14.16900657,19676.8,26868.8,21291.1,43139.2,11874.1,31637.0,318.29,10.3,11692.8,296.08482,792.39705,1088.48187,813.43566,276.42555,73.3554,2765.12489,0.732328947,0.493544155,0.375323198,24108,0,,
Lance Stephenson,Cincinnati,167.64,2010,2010,Wing G,"Brooklyn, NY",3.66146,1.66201,1.99945,4.56471,2.87922,1.68549,67.6,99.3,6710.7534,216.13748,11595.2252,26.0,46.2,49.35,7.3,14.0,5340.4,8044.4,9869.6,19942.0,1081.6,4934.8,47.32,1.9,2704.0,125.25604,236.6,361.85604,167.01256,61.63768,11.9314,833.0686,0.663865546,0.494915254,0.219178082,24174,1,,
Landry Fields,Stanford,228.6,2010,2010,Wing F,"Los Alamitos, CA",8.93532,5.67647,3.25885,10.602,8.16358,2.43847,90.3,110.3,8841.41748,374.231193,22774.2018,31.0,51.9,56.04,7.9,20.6,16163.7,23207.1,19775.7,37926.0,2618.7,7765.8,207.69,2.6,3521.7,228.56736,561.55764,790.125,251.14236,143.92014,70.54236,1986.6,0.696498054,0.521428571,0.337209302,24223,2,,
Lavoy Allen,Temple,289.56,2010,2011,PF/C,"Fairless Hills, PA",7.91106,2.341015,5.570045,6.641205,3.31905,3.322155,167.0,111.3350299,14870.4884,799.223935,40630.3535,19.89520958,51.66706587,53.85062874,10.83592814,21.94071856,10326.0,15592.5,26336.5,50084.0,835.0,3352.0,833.4,2.3,8350.0,520.254,1094.74635,1615.00035,387.97975,103.22345,272.79805,1925.45505,0.662241462,0.525846578,0.249105012,24368,2,,
Lazar Hayward,Marquette,198.12,2010,2010,Wing F,"Batavia, NY",6.82767,4.14841,2.67926,6.648,4.82618,1.82182,79.5,108.1,7388.0781,339.683625,19085.724,29.6,49.5,53.63,8.2,21.3,8506.5,10096.5,12481.5,26076.0,5167.5,14787.0,135.15,3.6,2385.0,168.3492,430.2381,598.5873,121.5873,149.6508,42.0873,1440.3492,0.842519685,0.478658537,0.349462366,24405,1,,
Lindell Wigginton,Iowa St.,187.96,2018,2019,Wing G,"Dartmouth, NS",2.4945,2.723115,-0.228615,3.46271,3.25662,0.20609,128.2,101.7764431,13623.3068,389.7225,19425.3954,27.41045242,50.34290172,54.14486739,2.570514821,11.53915757,13160.6,19376.4,10756.4,25189.0,7778.6,19544.8,184.12,3.3,0.0,86.18536,407.36624,493.54342,330.57366,109.14576,51.01092,1992.32546,0.679207696,0.427027671,0.397988212,24667,1,,
London Perrantes,Virginia,187.96,2014,2017,Scoring PG,"Encino, CA",6.373745,3.8580675,2.5156775,6.22524,3.11863825,3.1066,309.5,112.4164136,29697.68252,1338.415794,51183.9358,17.8396769,50.56478191,54.70457835,1.204491115,9.322520194,17093.6,21066.2,14520.3,36221.4,16405.8,40147.1,139.14,7.2,0.0,89.98724,749.05174,839.03898,1280.88494,267.95758,36.4021,2772.56815,0.811423038,0.400876278,0.408642218,24775,0,,
Luke Harangody,Notre Dame,259.08,2010,2010,PF/C,"Merrillville, IN",3.39615,3.98874,-0.592593,5.02742,6.06659,-1.03917,69.9,113.0,7199.9796,222.235866,12899.346,31.8,50.6,55.19,8.3,24.2,9786.0,12442.2,15308.1,29777.4,1747.5,5661.9,146.79,0.9,3634.8,156.10767,479.98233,636.09,109.51233,32.62233,46.60233,1521.49233,0.786516854,0.514084507,0.308641975,25063,1,,
Malachi Flynn,San Diego St.,185.42,2020,2020,Scoring PG,"Tacoma, WA",10.4193,8.04193,2.37739,10.8659,7.29474,3.57112,84.8,121.5,7627.26816,397.78408,18015.0816,27.1,53.2,58.25,2.3,13.5,10006.4,11702.4,9073.6,17723.2,6275.2,17044.8,33.92,3.1,2459.2,53.0,325.95424,378.95424,426.64576,148.4,7.95424,1494.6,0.855072464,0.511961722,0.368159204,25362,1,,
Malachi Richardson,Syracuse,198.12,2016,2016,Wing G,"Trenton, NJ",1.98226,1.00326,0.979004,2.26205,0.807406,1.45464,85.1,100.2,8616.1197,349.782275,17813.132,22.0,46.5,50.97,1.7,12.1,9616.3,13360.7,6212.3,15998.8,6722.9,19062.4,76.59,2.1,1872.2,43.69885,319.70368,363.40253,177.10161,98.90322,23.00253,1140.79954,0.719745223,0.388297872,0.352678571,25375,1,,
