player_name,team,height,min_year,max_year,pos_class,type,avg_box_plus_minus,avg_box_offensive_plus_minus,avg_box_defensive_plus_minus,avg_global_plus_minus,avg_offensive_global_plus_minus,avg_defensive_global_plus_minus,total_min_per,avg_offensive_rating,avg_defensive_rating,avg_defensive_points_ov_replacement,avg_defensive_stop,avg_usage_rate,avg_effective_field_goal_pct,avg_shooting_pct,avg_offensive_rebound_pct,avg_defensive_rebound_pct,avg_freethrow_made,avg_freethrow_attempted,avg_2p_made,avg_2p_attempted,avg_3p_made,avg_3p_attempted,avg_block_pct,avg_steal_pct,avg_pick,avg_offensive_reb,avg_defensive_reb,avg_total_reb,avg_assists,avg_steals,avg_blocks,avg_points_scored,avg_freethrow_pct,avg_2p_pct,avg_3p_pct,ncaa_id,cluster,PC1,PC2
Enrique Freeman,Akron,200.66,2020,2024,PF/C,"Cleveland, OH",5.17007,1.74941925,3.420655,5.9409625,4.2043375,1.73662875,287.7,119.7648592,26961.15795,1022.992514,60292.291,23.9591936,64.49496003,65.74973584,12.48057004,31.13726104,30273.3,44749.8,48026.8,75724.1,1632.4,4688.4,1619.85,4.7,14385.0,928.91625,2279.149,3208.05707,390.34529,175.75336,423.80829,4232.96389,0.676501347,0.634234015,0.348178483,12621,2,,
Eric Bledsoe,Kentucky,45.72,2010,2010,Combo G,"Birmingham, AL",4.2837,1.79336,2.49034,3.62646,0.921529,2.70493,73.1,100.4,6934.62419,277.864065,14724.8254,20.2,54.0,56.56,2.0,8.6,5994.2,8991.3,6944.5,13450.4,3581.9,9356.8,80.41,2.6,1315.8,37.53685,187.69156,225.22841,211.39789,102.73474,23.70633,827.80633,0.666666667,0.516304348,0.3828125,12638,1,,
Eric Paschall,Villanova,203.2,2017,2019,Wing F,"Oakdale, CT",5.425536667,3.282216667,2.143319667,4.06223,2.375575333,1.686653,213.7,113.8629855,21532.07356,755.334228,41916.6915,20.31764155,56.02751521,59.5248292,6.465699579,14.13720168,19753.3,26100.3,23134.3,39732.7,9808.0,28725.1,443.66,4.5,8761.7,317.19458,803.73583,1120.93041,377.45623,157.76044,113.60578,2610.01456,0.756822719,0.582248375,0.341443546,12738,0,,
Erick Green,Virginia Tech,193.04,2010,2013,Scoring PG,"Fairfax, VA",4.0956535,3.6610775,0.43457875,5.5120075,3.458965,2.05303375,272.6,110.6878944,27616.5608,837.403979,46171.0952,24.60198092,47.8633529,53.10618489,1.885693324,8.586500367,34016.6,42030.6,36414.4,74656.2,11057.6,31868.4,209.77,10.4,12539.6,137.76383,672.3419,810.10659,788.73014,365.27555,53.70148,4409.82079,0.809329393,0.487761231,0.346976943,12793,0,,
Erik Murphy,Florida,289.56,2010,2013,PF/C,"Wakefield, RI",5.84713,3.4319625,2.4151725,5.4131725,3.18274975,2.2304325,168.4,117.3809382,15645.31757,474.036627,24172.36413,19.93420428,60.59922803,62.23675772,7.851543943,16.19465558,5540.7,7122.5,12188.0,21384.7,8391.4,19126.7,633.23,6.1,8251.6,217.32231,510.47864,727.80095,150.55961,83.75109,124.7491,1579.2542,0.777915058,0.569940191,0.438727015,12814,2,,
Evan Turner,Ohio St.,228.6,2010,2010,Wing F,"Westchester, IL",11.457,5.75189,5.7051,11.3391,7.0185,4.32057,74.4,108.9,6532.55808,391.115592,19150.6344,34.5,54.0,58.15,7.4,23.5,10267.2,13540.8,16144.8,29908.8,1488.0,4092.0,215.76,3.0,148.8,148.8,532.80072,681.60072,443.99688,129.59736,67.19808,1516.80024,0.758241758,0.539800995,0.363636364,13070,2,,
Filip Petrusev,Gonzaga,210.82,2019,2020,C,"Belgrade, Serbia",4.05318,3.04371,1.0094695,5.649455,4.253735,1.395721,89.2,117.7290359,8193.2258,251.510939,13925.95006,28.26782511,57.30302691,61.29618834,9.986210762,21.80470852,11642.8,17203.5,14808.8,25556.9,351.3,1450.5,294.77,2.1,4460.0,169.43345,409.80974,579.24566,101.534,42.95159,62.39891,1287.13589,0.676769262,0.579444299,0.242192347,13224,2,,
Frank Jackson,Duke,190.5,2017,2017,Combo G,"Alpine, UT",4.00385,4.4958,-0.491951,3.95352,3.26132,0.692198,60.5,116.4,6361.575,167.95526,7994.712,20.4,56.4,59.8,3.1,8.2,4658.5,6171.0,4961.0,9196.0,3085.5,7804.5,12.1,1.3,1875.5,38.65345,112.59655,151.25,102.5112,33.6138,3.3638,662.1362,0.754901961,0.539473684,0.395348837,13336,1,,
Frank Kaminsky,Wisconsin,213.36,2012,2015,PF/C,"Lisle, IL",10.3509125,5.6932925,4.6576025,10.077935,5.751431,4.3265025,191.0,123.0872775,17663.05687,698.271406,38197.95432,25.05539267,56.7217801,60.1553822,7.996701571,20.23874346,20432.6,26475.8,29995.2,51606.2,6435.5,16554.5,993.41,7.1,1719.0,292.34606,870.44356,1162.78962,326.46914,127.48843,255.81648,2602.1357,0.771746274,0.581232488,0.388746262,13338,2,,
Frank Mason III,Kansas,180.34,2016,2017,Scoring PG,"Woodstock, VA",8.17384,6.364475,1.8093655,8.564925,5.855025,2.70991,172.5,119.7563478,17314.62804,742.865466,38750.2845,23.284,53.34973913,58.64586087,2.192695652,10.88173913,27948.9,36235.2,23189.4,48207.0,10821.0,24696.6,42.81,4.3,5865.0,108.531,614.3382,722.8692,841.69491,226.76997,11.71005,2936.77416,0.771319049,0.481038024,0.438157479,13340,0,,
Gani Lawal,Georgia Tech,289.56,2010,2010,C,"Norcross, GA",2.17601,0.323187,1.85282,3.89827,2.69945,1.19882,64.6,101.9,5847.17856,234.039986,13292.6774,26.0,52.3,54.11,13.2,21.7,8010.4,14147.4,10852.8,20672.0,0.0,64.6,368.22,1.0,2971.6,193.8,359.91244,553.71244,27.68756,29.52866,90.44,849.03134,0.566210046,0.525,0.0,13571,1,,
George King,Colorado,198.12,2014,2018,Stretch 4,"San Antonio, TX",0.25255025,0.0045525,0.24799625,1.184392,1.10143,0.08296,214.3,106.4724218,21974.40685,611.6964835,34057.82635,22.01516566,53.4194587,56.42836678,7.21824545,18.99239384,14104.7,19249.2,17194.4,35632.7,11954.1,29002.8,303.67,4.5,12643.7,366.67862,969.86213,1336.54075,172.69631,96.84217,76.42577,2578.22576,0.73274214,0.482545527,0.412170549,13820,0,,
Glen Rice,Georgia Tech,195.58,2010,2012,Wing F,"Marietta, GA",5.97368,2.950123333,3.023553333,6.346973333,3.655863333,2.691113333,165.8,101.8755127,15681.31188,527.08068,24585.7696,23.16670688,49.82050663,51.53852835,7.519179735,15.28455971,7688.4,12465.8,12616.0,25622.0,5600.6,16919.4,400.02,9.0,5803.0,287.27338,581.35214,868.61844,367.77096,218.16968,91.59328,1793.8599,0.616759454,0.492389353,0.331016466,13997,1,,
Glenn Robinson III,Michigan,198.12,2013,2014,Wing G,"Saint John, IN",7.14958,5.49152,1.658055,5.73404,4.4945,1.2395445,163.5,120.9943119,16706.3847,581.727396,32387.0994,18.19045872,57.12770642,59.55873394,6.918165138,11.34697248,12890.1,17968.5,23527.5,39074.1,4561.5,14572.2,146.82,3.8,6540.0,294.68139,505.893,800.56638,185.23518,161.36001,45.76461,1965.19611,0.717372068,0.602125193,0.313027546,14009,2,,
Gorgui Dieng,Louisville,210.82,2011,2013,C,"Huntington, WV",11.23966667,1.731700333,9.50798,8.07199,2.425462,5.646533333,175.7,108.8455322,14759.56854,832.559338,44364.5615,17.37803073,54.58804781,56.78048378,12.4367103,19.7569152,11404.1,17458.4,21700.3,40403.8,81.0,193.6,1868.46,6.4,3689.7,553.26918,914.03699,1467.30617,231.95432,193.47251,478.92872,1533.42081,0.653215644,0.537085621,0.41838843,14043,2,,
Grant Jerrett,Arizona,208.28,2013,2013,PF/C,"La Verne, CA",7.05192,2.96676,4.08516,5.78297,3.28212,2.50085,43.1,114.3,4020.07061,97.389622,5269.1905,14.7,51.3,53.51,7.6,16.4,775.8,948.2,1336.1,3232.5,1379.2,3404.9,249.98,1.6,1724.0,46.90142,107.75,154.65142,22.81714,20.28286,41.83286,223.10715,0.818181818,0.413333333,0.405063291,14094,1,,
Grant Riller,Charleston,190.5,2017,2020,Scoring PG,"Orlando, FL",3.703875,4.152425,-0.44855025,5.1854275,4.5463575,0.63906925,320.8,116.0208853,33123.3712,968.081107,56869.325,28.54133416,57.43606608,61.56538342,1.813840399,10.37144638,41479.7,52193.2,54337.2,91837.6,14955.3,41499.5,269.24,9.4,17964.8,151.13231,944.07773,1095.20934,936.03155,409.18185,80.35988,6163.0492,0.794733797,0.591666159,0.360373017,14118,0,,
Greg Brown III,Texas,205.74,2021,2021,PF/C,"Austin, TX",0.446324,-1.89116,2.33748,1.63092,-0.611059,2.24198,48.9,91.7,4445.78751,141.924915,6283.4544,25.8,49.7,53.48,6.8,25.7,2493.9,3520.8,2493.9,4987.8,1467.0,4449.9,244.5,1.6,2102.7,58.30347,242.61735,300.92082,18.80694,28.21041,48.9,457.02918,0.708333333,0.5,0.32967033,14181,1,,
Greg Monroe,Georgetown,350.52,2010,2010,PF/C,"Harvey, LA",8.07504,3.30906,4.76598,7.86202,4.54337,3.31865,85.6,106.8,7971.96224,403.37288,22776.5336,27.5,53.4,56.68,8.6,25.2,11812.8,17890.4,16692.0,30644.8,599.2,2311.2,419.44,2.2,599.2,186.3084,639.48336,825.79176,322.25832,105.74168,130.91664,1382.19176,0.660287081,0.544692737,0.259259259,14236,2,,
Greivis Vasquez,Maryland,198.12,2010,2010,Pure PG,"Rockville, MD",9.25869,7.75068,1.50801,9.97327,8.04126,1.932,84.8,111.7,8248.80976,334.784464,17955.0432,30.7,49.7,55.02,3.9,10.3,11702.4,13652.8,12804.8,27136.0,5681.6,15772.8,84.8,2.9,2374.4,100.7,299.44576,400.15424,537.95424,145.75424,29.15424,1698.64576,0.857142857,0.471875,0.360215054,14293,1,,
Hamidou Diallo,Kentucky,195.58,2018,2018,Wing G,"Queens, NY",2.72476,1.42751,1.29726,1.79674,0.268927,1.52781,61.8,101.1,6310.7688,179.68968,10106.5248,21.3,47.0,49.75,4.2,11.5,4758.6,7786.8,6674.4,14584.8,1606.8,4758.6,98.88,1.8,2781.0,53.45082,170.37024,223.81488,76.82976,46.77024,21.71652,619.6686,0.611111111,0.457627119,0.337662338,14382,1,,
Harrison Ingram,North Carolina,200.66,2024,2024,Wing F,"Dallas, TX",8.81996,4.60192,4.21804,7.51385,4.29669,3.21716,81.7,113.9,7872.57115,369.59446,21395.5143,19.0,51.6,52.99,8.7,20.1,4902.0,8006.6,8006.6,17157.0,5310.5,13807.3,106.21,2.4,3921.6,214.18472,507.86354,722.04826,178.85764,112.61528,33.12118,995.85764,0.612244898,0.466666667,0.384615385,14453,1,,
Hassani Gravett,South Carolina,187.96,2017,2019,Combo G,"Douglasville, GA",1.51748,0.310040727,1.207436667,1.015723333,-0.385977,1.4017,171.2,98.68528037,17547.19095,480.642835,22630.03646,17.9478972,47.86804907,50.76557827,2.429556075,11.91653037,7143.6,10112.6,7587.2,17271.2,7096.1,19297.0,138.14,3.6,0.0,94.75829,460.21899,554.96794,442.88653,96.65068,33.21226,1409.82373,0.70640587,0.439297791,0.367730735,14500,1,,
Henry Ellenson,Marquette,210.82,2016,2016,PF/C,"Rice Lake, WI",3.49062,1.10831,2.38231,3.49509,2.49331,1.00178,82.6,103.4,8043.5054,334.32763,20705.9202,25.8,48.0,53.35,7.8,24.1,11811.8,15776.6,13546.4,27340.6,2478.0,8590.4,363.44,1.4,1486.8,177.7139,625.76108,803.47498,147.68054,70.0861,122.64448,1404.2,0.748691099,0.495468278,0.288461538,14561,1,,
Ignas Brazdeikis,Michigan,200.66,2019,2019,Wing F,"Mono, ON",6.11654,3.37694,2.73959,7.73753,4.64755,3.08998,74.1,110.7,6699.29949,330.432648,14957.7519,24.6,53.1,57.29,4.6,16.1,8595.6,11115.0,9781.2,19562.4,4149.6,10596.3,125.97,1.5,3482.7,86.11902,316.42923,402.54084,62.08098,52.07007,36.04965,1097.48028,0.773333333,0.5,0.391608392,14853,1,,
Iman Shumpert,Georgia Tech,195.58,2010,2011,Combo G,"Oak Park, IL",6.52992,3.545005,2.98492,6.36955,3.0151245,3.354425,142.7,101.2889979,13248.30786,596.564792,29057.4248,25.46180799,45.00077085,50.17631395,4.779747722,13.11744919,14613.6,18642.5,14706.9,32440.5,5676.9,19015.7,93.56,8.5,2425.9,197.23916,505.39943,702.65286,529.82166,337.76164,26.27682,2010.59829,0.783886281,0.453349979,0.298537524,14903,1,,
Immanuel Quickley,Kentucky,190.5,2019,2020,Wing G,"Havre de Grace, MD",4.48377,3.56168,0.9220835,4.567695,2.629488,1.93821,124.8,114.075,12365.98071,400.626288,18484.5762,19.55192308,49.70240385,57.50394231,1.474759615,11.31153846,13794.3,15246.0,7143.9,17475.3,6268.8,15433.8,48.63,3.0,3120.0,44.56056,367.45656,412.01712,204.49428,90.85716,11.75667,1507.08621,0.904781582,0.408799849,0.406173463,14910,1,,
Isaac Okoro,Auburn,198.12,2020,2020,Wing G,"Powder Springs, GA",5.74774,3.48113,2.26661,5.29376,3.2619,2.03186,69.3,112.8,6946.3548,235.881954,10702.7613,20.0,55.3,58.51,6.4,8.8,6237.0,9286.2,7276.5,12058.2,1386.0,4851.0,214.83,1.7,346.5,131.17797,175.72401,306.90198,141.07401,64.35198,61.87797,890.99703,0.671641791,0.603448276,0.285714286,15005,1,,
Isaiah Joe,Arkansas,195.58,2019,2020,Wing G,"Fort Smith, AR",4.931035,4.8342,0.096837,5.742455,4.575375,1.1670745,146.9,109.8955752,14749.40694,541.843118,25622.3342,21.01599728,53.46800545,56.92993873,2.005513955,9.768754255,10477.7,12694.7,5357.8,12486.5,15229.8,40247.9,102.56,5.0,7198.1,85.02233,420.69669,505.71902,256.79024,214.22878,30.4124,2253.57658,0.82536019,0.429087414,0.378399867,15124,1,,
Isaiah Livers,Michigan,200.66,2018,2021,Wing F,"Kalamazoo, MI",7.0053125,3.70290775,3.302405,6.4315975,3.5064975,2.9251,207.6,117.8078998,19890.60106,720.163495,26452.99327,16.80231214,57.18810212,59.99684008,4.476974952,14.12061657,7363.8,8550.6,9686.0,18644.1,8875.2,21463.4,453.95,5.0,8719.2,185.73029,710.31221,896.0425,239.88352,106.86266,124.58141,2076.9401,0.861202723,0.519520921,0.413503918,15140,2,,
Isaiah Roby,Nebraska,203.2,2017,2019,Stretch 4,"Dixon, IL",5.588673333,0.4088,5.17987,3.993045,0.524576667,3.46847,171.3,103.7607706,16604.34578,570.573029,31894.1855,19.47910099,51.69824869,55.26367192,7.386923526,17.61231757,11804.0,16892.9,14960.5,28620.6,3270.9,9645.7,1144.62,6.0,7708.5,285.36706,719.19763,1004.56469,273.24937,152.98453,290.48001,1538.99723,0.698755098,0.522717902,0.339104471,15193,2,,
Isaiah Whitehead,Seton Hall,193.04,2015,2016,Scoring PG,"Brooklyn, NY",4.923235,2.400755,2.522485,5.57827,3.852325,1.725946,129.4,98.19969088,12672.1348,485.472294,22373.6078,30.3805255,45.11839258,49.78251932,2.633075734,10.55734158,14282.6,18845.4,11780.2,30372.0,8276.4,22944.8,479.4,5.1,5434.8,91.56376,386.24392,477.80768,582.82078,161.407,147.05608,2051.6201,0.75788256,0.387863822,0.36070918,15245,1,,
Ivan Rabb,California,210.82,2016,2017,PF/C,"Oakland, CA",6.17534,2.063421,4.11192,6.353945,3.345095,3.00885,144.2,113.2309986,13325.56601,628.997247,30695.6119,22.33162275,55.55097087,58.76669209,10.94583911,23.58578363,16391.9,24625.7,21825.9,39837.6,657.3,1607.8,532.58,2.4,5047.0,418.28482,954.91951,1373.20433,178.14434,87.18788,160.88277,1914.53446,0.665641992,0.54787186,0.408819505,15376,2,,
J.P. Macura,Xavier,195.58,2015,2018,Wing G,"Lakeville, MN",6.879955,5.058015,1.8219375,5.8166925,3.510755,2.3059375,241.7,114.0709144,24696.847,751.193287,43785.90415,20.78705006,53.11431527,57.62904427,5.270790236,9.353537443,21904.6,27449.4,21452.6,40656.1,11870.9,33781.2,188.1,11.3,0.0,295.9361,573.88073,869.81115,584.06813,306.24865,49.1838,2812.6221,0.797999228,0.527660056,0.351405515,15482,0,,
Jabari Bird,California,198.12,2014,2017,Wing G,"Richmond, CA",2.9409235,2.2659975,0.67492925,3.758055,2.8465675,0.911491,219.1,109.1541305,22289.92135,673.086396,26694.51986,19.82145139,53.55212232,55.58767686,3.490415335,10.44144226,7673.1,10275.2,14520.1,28160.6,10799.4,28845.7,256.9,4.6,12269.6,179.37205,575.52575,754.88701,256.3348,114.95407,67.73909,2433.75369,0.746759187,0.515617565,0.37438509,15669,1,,
Jabari Brown,Missouri,195.58,2013,2014,Wing G,"Oakland, CA",3.745375,4.492825,-0.747449,4.56407,4.680385,-0.116319,151.2,116.9309524,15954.9,486.774972,25341.9054,22.48888889,54.20218254,60.06549603,1.778968254,10.59186508,24412.8,30726.9,13941.0,27750.9,10663.2,26976.6,42.57,2.2,0.0,75.48555,532.71135,608.1969,258.73845,98.1129,15.46335,2641.47135,0.794509046,0.502362086,0.395275906,15670,1,,
Jabari Parker,Duke,203.2,2014,2014,PF/C,"Chicago, IL",6.22828,4.13547,2.09281,6.84705,6.33399,0.513063,76.4,111.7,7504.40528,296.027844,16589.7252,31.6,51.1,55.77,11.4,23.1,12224.0,16349.6,15127.2,30025.2,2903.2,8098.4,305.6,2.1,152.8,229.2,438.75756,667.95756,89.49496,80.76244,93.86504,1462.51756,0.747663551,0.503816794,0.358490566,15680,1,,
Jacob Evans III,Cincinnati,198.12,2016,2018,Wing G,"Baton Rouge, LA",7.704516667,3.86472,3.839793333,7.962,4.29523,3.66677,214.9,117.2437413,19869.65399,867.869537,41416.851,20.25383899,51.7,54.97269893,5.254211261,11.63936715,15727.9,20890.6,18453.9,38469.5,12708.0,33442.8,748.03,7.1,6017.2,287.28266,646.34117,933.63168,548.08316,249.39084,188.85913,2562.8722,0.752869712,0.479702102,0.379992106,15992,0,,
Jaden Ivey,Purdue,193.04,2021,2022,Wing G,"South Bend, IN",5.054435,3.64041,1.414025,5.993045,4.698525,1.294525,125.0,108.28704,12595.85147,403.852456,20880.3415,26.83232,50.28424,54.690424,3.21272,13.73792,14270.7,19268.8,13677.5,25969.5,6077.3,18332.4,338.74,3.5,625.0,91.19592,441.80073,532.99172,323.4802,105.83182,76.35693,1860.85953,0.740611766,0.526675523,0.331505968,16160,1,,
Jahmi'us Ramsey,Texas Tech,193.04,2020,2020,Combo G,"Arlington, TX",5.25895,3.00107,2.25788,5.72931,3.79182,1.93748,66.8,102.8,6155.22588,275.572044,10937.0304,24.7,53.0,54.42,3.0,12.3,3340.0,5210.4,5878.4,13026.0,4008.0,9418.8,167.0,2.5,2872.4,49.47876,217.72124,267.2,148.44296,89.06444,44.53556,1004.4716,0.641025641,0.451282051,0.425531915,16296,1,,
Jake Layman,Maryland,205.74,2013,2016,Wing F,"Wrentham, MA",5.8518325,2.8104725,3.0413575,5.42321,2.9557775,2.4674325,281.6,110.315483,27404.11906,1010.988115,53498.2424,18.50770597,53.75003551,57.27264915,4.956072443,14.07283381,20241.1,26460.6,20656.7,39217.9,14381.2,39077.6,868.59,7.4,13235.2,323.2791,1076.93296,1400.21495,315.14818,260.7386,234.19968,3046.95853,0.76495242,0.526716117,0.36801646,16457,0,,
Jalen Slawson,Furman,200.66,2019,2023,Wing F,"Summerville, SC",5.029736,0.2812248,4.74851,3.535223,0.120122,3.4151,283.8,109.5699789,27032.5188,869.6072219,52815.30651,22.22107118,55.77596899,59.44615222,6.261451727,20.35461593,22454.1,29400.6,26901.3,45412.9,7404.5,22222.9,1598.54,14.4,15325.2,399.38872,1349.59084,1748.98507,793.15343,393.77229,373.57365,3262.52698,0.763729312,0.592371331,0.333192338,16791,0,,
Jamaal Franklin,San Diego St.,195.58,2011,2013,Wing F,"Phoenix, AZ",4.883076667,1.95841,2.924663333,5.494516667,3.108606667,2.38591,163.5,102.1439755,14560.38958,687.538119,35148.49589,29.77761468,47.67461774,54.7035474,6.499388379,24.36330275,25237.9,31762.9,17927.6,36591.1,6612.9,22381.1,366.41,6.1,6703.5,262.40188,1085.13812,1347.54,372.14612,190.074,101.22188,2615.986,0.794571654,0.489944276,0.295468051,16876,0,,
James Bouknight,Connecticut,195.58,2020,2021,Wing G,"Brooklyn, NY",3.6367,3.59577,0.040923,6.175335,5.05013,1.1252055,108.0,107.8246296,10524.99422,343.1838,11364.11106,27.21277778,50.27166667,55.31942593,6.033703704,13.06092593,7936.0,9880.0,9736.2,19004.6,2545.8,7930.2,97.2,3.9,1188.0,167.75286,355.97224,523.73024,165.29062,100.70162,25.83776,1698.69162,0.803238866,0.512307547,0.321025951,17110,1,,
James Webb III,Boise St.,205.74,2015,2016,Stretch 4,"Augusta, GA",5.89072,3.118865,2.77185,6.205315,4.357215,1.848095,139.6,118.0875358,12962.74292,527.661248,27965.301,21.73839542,58.56790831,60.62981375,8.57765043,26.68510029,10340.2,15242.6,16053.4,25268.6,4632.0,14756.0,367.34,5.1,0.0,292.70198,898.5325,1191.22802,118.53448,176.1225,89.515,1932.48948,0.67837508,0.635310227,0.313906208,17309,2,,
James Young,Kentucky,198.12,2014,2014,Wing G,"Flint, MI",4.71558,4.20626,0.509324,5.06622,3.9176,1.14862,80.2,111.7,8266.7754,292.203888,16005.9952,21.8,49.8,53.64,3.7,11.0,10025.0,14195.4,8100.2,17243.0,6576.4,18847.0,48.12,1.4,1363.4,82.205,260.65,342.855,134.335,60.15,16.04,1148.865,0.706214689,0.469767442,0.34893617,17321,1,,
Jared Butler,Baylor,190.5,2019,2021,Scoring PG,"Reserve, LA",6.62426,5.28527,1.338988333,7.30905,4.853786667,2.455252667,218.2,110.7333639,20860.29636,810.007575,37140.7029,25.25756187,52.96461962,55.86878552,2.070944088,10.90430797,14206.9,18170.7,18194.9,37728.2,15667.5,40720.1,163.07,9.1,8728.0,113.85571,588.99569,702.84473,783.47532,337.45569,43.76961,3162.27865,0.781857606,0.482262605,0.384760843,17486,0,,
Jared Cunningham,Oregon St.,193.04,2010,2012,Combo G,"San Leandro, CA",3.448936667,1.63362,1.815317667,3.329117333,1.025973333,2.303146667,204.3,102.8033284,20196.02703,613.957633,40124.0207,24.21806167,50.54478708,57.63590798,4.104552129,8.776554087,31272.3,41609.9,21499.2,43354.6,6451.9,18845.6,203.92,14.0,4903.2,201.03567,442.5135,643.54058,437.12063,485.29683,55.431,2844.22618,0.751559124,0.495892016,0.342355775,17496,0,,
Jared McCain,Duke,190.5,2024,2024,Wing G,"Sacramento, CA",6.98539,5.23744,1.74795,7.58647,5.54015,2.04632,79.0,122.0,7893.3561,305.83349,15750.23,19.7,57.7,61.14,3.0,15.3,6083.0,6873.0,6952.0,13351.0,6873.0,16590.0,23.7,2.0,1264.0,61.4462,333.5538,395.0,144.8307,85.5807,6.5807,1127.9462,0.885057471,0.520710059,0.414285714,17517,1,,
Jared Sullinger,Ohio St.,205.74,2011,2012,PF/C,"Columbus, OH",8.919405,5.50023,3.419195,9.45013,6.91983,2.53031,150.9,119.5254473,13143.05235,734.176236,38638.1289,27.03856859,54.16600398,59.12568588,13.33658052,25.04572565,27433.2,37482.3,32543.1,60130.2,1388.7,3826.8,445.8,4.3,3168.9,505.07265,960.46974,1465.55028,181.20798,162.5784,118.54065,2613.12558,0.731897456,0.541210573,0.362888053,17545,2,,
Jarnell Stokes,Tennessee,203.2,2012,2014,C,"Memphis, TN",6.639703333,2.945256667,3.69445,6.767846667,4.62844,2.139406,184.6,110.1837486,17389.66616,705.97428,35580.86776,25.19772481,53.30119177,56.09375948,15.4020585,22.5028169,21676.0,34231.2,28535.4,53386.0,0.0,97.2,690.18,5.2,6461.0,721.35076,1069.09354,1790.46276,273.3755,136.36716,195.61784,2424.51592,0.633223492,0.53451092,0.0,17594,2,,
Jaron Blossomgame,Clemson,200.66,2014,2017,Wing F,"Alpharetta, GA",4.04717725,2.4189125,1.628265,5.106902,3.8352175,1.2716845,299.6,110.9606809,29932.20171,1106.521511,53532.3067,22.94052069,51.82273031,55.58807076,7.240086782,17.41902537,30827.2,42287.3,42455.4,78138.4,7697.2,23756.2,798.55,5.2,17676.4,574.15483,1415.46331,1989.61814,355.58988,206.54423,237.82074,4364.06703,0.728994284,0.543335927,0.324008048,17602,0,,
Jarrell Brantley,Charleston,200.66,2016,2019,Stretch 4,"Columbia, SC",2.2656975,-0.0331665,2.2988645,2.9720775,1.5827575,1.38931645,294.5,104.4259083,28107.95474,1136.803642,61285.6496,27.25544992,52.12424448,56.41508659,6.972258065,22.58662139,30115.2,39375.5,42771.1,81272.8,8136.8,23571.6,757.1,9.2,14725.0,535.37325,1784.34461,2319.70253,493.83913,360.55031,206.60074,4615.89216,0.764820764,0.52626586,0.345195065,17646,0,,
Jarrett Culver,Texas Tech,195.58,2018,2019,Wing G,"Lubbock, TX",8.800515,4.267295,4.53323,9.018435,5.15138,3.867065,146.2,108.1114911,13020.6004,686.000542,34832.327,27.30916553,52.0255814,54.95522572,5.296169631,16.76155951,16440.2,23849.6,22361.4,42848.4,7557.4,22423.0,387.24,5.2,877.2,183.68962,643.77734,827.4589,410.76342,189.3518,90.63668,2225.4601,0.689328123,0.521872462,0.337037863,17658,2,,
Jawun Evans,Oklahoma St.,185.42,2016,2017,Pure PG,"Dallas, TX",7.288315,6.25638,1.031938,6.960205,5.58149,1.3787135,119.8,113.3595993,12543.8224,367.619512,17774.2026,30.51869783,49.21786311,55.04013356,2.431886477,12.4360601,13696.0,16860.0,15787.2,34542.4,3409.0,8544.4,69.7,5.6,4672.2,75.3705,381.8209,457.1914,691.8959,181.79256,17.7582,1986.57536,0.812336892,0.457038307,0.398974767,17975,1,,
Jaylen Nowell,Washington,193.04,2018,2019,Wing G,"Seattle, WA",2.149762,1.623155,0.526606,2.69713,2.16766,0.5294705,166.1,106.4701987,16820.09036,618.431145,33442.2999,25.63245033,52.85689344,56.41514148,3.548404576,12.9154124,16181.5,20505.4,27497.5,54508.2,7506.3,18865.6,140.92,4.0,7142.3,161.35378,610.18992,771.5437,484.17563,194.63498,42.70688,2674.24995,0.789133594,0.504465383,0.397882919,18221,0,,
Jeffery Taylor,Vanderbilt,228.6,2010,2012,Wing G,"Hobbs, NM",6.17787,4.421663333,1.75621,5.437403333,4.273073333,1.164332333,225.2,108.2711368,22182.92852,780.225584,43565.1156,25.65484014,52.26194494,56.22036856,7.858081705,12.52300178,26449.8,38294.0,31488.0,61589.4,8304.6,21799.6,332.07,6.6,6981.2,431.8739,796.62626,1228.50016,439.15726,255.9028,104.37722,3340.52733,0.690703504,0.511256807,0.380951944,18438,0,,
Jemerrio Jones,New Mexico St.,195.58,2017,2018,PF/C,"Memphis, TN",6.59029,1.7042095,4.88608,5.814985,2.8005,3.01449,131.2,106.2353659,11507.75204,489.152108,27856.76,24.4054878,50.91432927,52.18405488,14.1,31.34573171,6142.0,10650.4,17474.0,31996.8,517.6,3869.6,324.4,4.5,0.0,437.19156,1000.01112,1437.20268,403.56072,140.73736,84.25756,1369.06924,0.576691955,0.546117112,0.133760595,18490,2,,
Jeremy Evans,Western Kentucky,289.56,2010,2010,C,"Crossett, AR",8.08383,3.91722,4.16661,6.18888,4.051,2.13788,65.3,129.2,6212.45916,182.177858,12569.6623,17.3,65.6,66.82,13.5,17.8,4179.2,6072.9,8750.2,12994.7,195.9,783.6,470.16,1.9,3591.5,193.98018,257.36036,451.34054,48.01509,53.77455,117.15473,654.91982,0.688172043,0.673366834,0.25,18618,2,,
